Subj_ID,Age_group,Condition_Freq,Condition_ISI,Trial_Global,Standard_Hz,Comparison_Hz,Delta_Hz,RT_ms,Accuracy,Reversal
2,O,500,1000,2,500,524,24,1531,1,0
2,O,500,1000,5,500,524,24,3449,1,1
2,O,500,1000,56,500,522,22,2044,1,0
2,O,500,1000,44,500,521,21,3355,1,0
2,O,500,1000,48,500,521,21,2513,1,1
2,O,500,1000,54,500,521,21,3986,1,0
2,O,500,1000,55,500,521,21,2566,0,0
2,O,500,1000,1,500,520,20,7286,0,0
2,O,500,1000,16,500,520,20,3414,1,0
2,O,500,1000,17,500,520,20,3084,1,0
2,O,500,1000,40,500,520,20,1863,0,0
2,O,500,1000,50,500,520,20,1890,1,0
2,O,500,1000,53,500,520,20,4131,0,1
2,O,500,1000,23,500,516,16,3036,1,0
2,O,500,1000,26,500,516,16,7944,0,1
2,O,500,100,6,500,528,28,5605,1,0
2,O,500,100,9,500,528,28,6553,1,1
2,O,500,100,45,500,527,27,3433,1,0
2,O,500,100,47,500,527,27,3857,1,1
2,O,500,100,41,500,526,26,5562,0,0
2,O,500,100,49,500,526,26,2613,1,0
2,O,500,100,33,500,525,25,2794,1,0
2,O,500,100,34,500,525,25,2621,0,0
2,O,500,100,4,500,524,24,4743,0,0
2,O,500,100,15,500,524,24,3638,1,0
2,O,500,100,21,500,524,24,4767,1,0
2,O,500,100,30,500,524,24,3263,1,0
2,O,500,100,32,500,524,24,2846,0,0
2,O,500,100,3,500,520,20,2293,0,0
2,O,500,100,24,500,520,20,6250,0,1
2,O,3000,1000,14,3000,3096,96,1460,1,0
2,O,3000,1000,22,3000,3096,96,6323,1,1
2,O,3000,1000,7,3000,3080,80,6277,0,0
2,O,3000,1000,29,3000,3080,80,2093,1,0
2,O,3000,1000,31,3000,3080,80,3025,1,0
2,O,3000,1000,36,3000,3064,64,2442,1,0
2,O,3000,1000,38,3000,3064,64,5682,1,0
2,O,3000,1000,57,3000,3052,52,2439,1,0
2,O,3000,1000,58,3000,3052,52,2588,1,1
2,O,3000,1000,60,3000,3052,52,4237,0,0
2,O,3000,1000,39,3000,3048,48,1926,1,0
2,O,3000,1000,46,3000,3048,48,2997,1,0
2,O,3000,1000,52,3000,3048,48,2172,0,0
2,O,3000,1000,59,3000,3048,48,3606,0,1
2,O,3000,1000,51,3000,3032,32,3590,0,1
2,O,3000,100,20,3000,3112,112,2915,1,0
2,O,3000,100,25,3000,3112,112,5874,1,1
2,O,3000,100,43,3000,3108,108,9212,0,0
2,O,3000,100,37,3000,3104,104,4412,1,0
2,O,3000,100,42,3000,3104,104,8893,0,0
2,O,3000,100,35,3000,3100,100,5315,0,0
2,O,3000,100,18,3000,3096,96,3435,1,0
2,O,3000,100,19,3000,3096,96,3483,0,0
2,O,3000,100,27,3000,3096,96,3292,1,0
2,O,3000,100,28,3000,3096,96,9438,0,1
2,O,3000,100,8,3000,3080,80,2837,1,0
2,O,3000,100,10,3000,3080,80,3019,1,0
2,O,3000,100,13,3000,3080,80,2094,0,0
2,O,3000,100,11,3000,3064,64,2787,1,0
2,O,3000,100,12,3000,3064,64,4607,0,1
